AMT_INCOME_TOTAL,DAYS_EMPLOYED,NAME_INCOME_TYPE,CNT_CHILDREN,FLAG_OWN_CAR,FLAG_OWN_REALTY,TARGET
359013,-1460,Working,2,N,N,1
238874,365243,Pensioner,0,N,N,1
381039,-9125,Working,3,N,N,1
201969,365243,Pensioner,3,N,Y,1
119346,-10220,Working,0,Y,N,1
493807,-1825,Working,1,N,N,1
408445,-2190,State servant,0,Y,Y,0
419601,-12410,Commercial associate,0,Y,Y,0
625031,-6205,Commercial associate,0,N,Y,0
354043,-7665,Working,3,N,Y,0
52076,0,Student,3,N,Y,1
181589,-14235,State servant,0,N,N,1
151574,-9125,Working,0,N,N,1
441974,-13505,Working,1,N,N,1
498139,-9125,Working,0,N,Y,0
579791,-1460,State servant,0,N,N,1
374915,-14235,Working,0,N,Y,1
343722,-2555,Working,0,N,Y,1
270623,-9490,Working,1,Y,N,1
427561,-11680,Commercial associate,1,N,Y,0
188919,-4380,Working,2,Y,N,1
224735,365243,Pensioner,1,N,N,1
101444,365243,Pensioner,0,N,N,1
256640,-6205,Working,0,Y,N,1
442192,-13870,State servant,3,Y,Y,0
123052,-9490,Working,1,Y,Y,1
52419,365243,Pensioner,2,N,N,1
6487,0,Student,0,Y,N,1
365161,-10220,Working,1,N,Y,0
184268,365243,Pensioner,0,N,N,1
443275,-7300,Working,2,N,N,1
186134,-7300,Working,1,Y,Y,1
417972,-10950,Working,1,N,Y,1
470628,-9855,Commercial associate,0,N,Y,0
471251,-1460,Commercial associate,0,N,Y,1
487795,-5110,Commercial associate,0,N,Y,0
74090,0,Student,0,N,Y,1
453978,-8030,Commercial associate,2,Y,N,0
425075,-2190,Commercial associate,0,N,Y,0
79400,0,Student,0,Y,N,1
385428,-6205,Working,1,Y,Y,0
173880,-12775,State servant,0,N,Y,0
395352,-1460,State servant,1,N,Y,1
171326,-3650,Working,1,N,Y,1
181588,-10950,Working,1,N,N,1
473134,-3285,Working,2,N,N,1
391634,-4745,Commercial associate,3,N,Y,0
944700,0,Commercial associate,2,N,N,1
444159,-10220,Working,0,Y,Y,0
449109,-10220,Commercial associate,0,N,Y,0
280722,-3285,Commercial associate,1,N,Y,0
340740,-1095,Working,0,N,Y,1
153424,365243,Pensioner,1,N,N,1
738785,-8760,Commercial associate,0,N,Y,0
33826,0,Student,0,Y,Y,1
64450,0,Student,0,N,Y,1
82009,365243,Pensioner,1,Y,Y,1
346075,-6570,Commercial associate,0,Y,N,0
79072,365243,Pensioner,0,N,Y,1
275403,-14235,Working,1,Y,Y,1
939782,-2555,Commercial associate,0,N,N,1
983573,-13140,Commercial associate,2,N,N,1
415953,-12045,State servant,1,N,N,1
116427,-9855,Working,2,N,Y,1
594128,-10585,State servant,2,N,Y,0
496281,-3650,Working,0,N,Y,0
193254,-4745,Working,0,Y,Y,1
281026,-8030,Working,0,Y,N,1
780915,-12775,Commercial associate,0,Y,Y,0
296367,-5840,State servant,0,N,N,1
331832,-7665,Working,0,Y,N,0
218643,-9125,Working,1,Y,Y,1
201422,-7300,Working,2,N,Y,1
378495,-9125,State servant,0,Y,N,0
60355,365243,Pensioner,0,N,Y,1
358466,-10950,Working,0,N,N,1
692281,-11315,Commercial associate,0,N,Y,0
545600,-10220,Commercial associate,1,N,Y,0
21101,0,Student,2,N,N,1
390604,-2190,Working,0,N,Y,1
185779,-12775,Working,0,N,Y,1
67439,0,Student,0,N,Y,1
389596,-1825,Working,2,N,Y,1
414509,-6205,State servant,2,Y,Y,0
199396,-4380,State servant,2,Y,N,1
183298,-6205,State servant,3,N,Y,1
383830,-5840,Working,1,N,Y,0
304222,-9855,Working,0,N,Y,0
152261,365243,Pensioner,1,N,Y,1
996561,-12410,Commercial associate,1,Y,Y,0
120202,365243,Pensioner,0,N,Y,1
234681,365243,Pensioner,0,N,N,1
125816,-5110,Working,0,Y,Y,0
49695,0,Student,1,N,Y,1
295457,-4380,Working,0,Y,Y,1
473949,-10220,Commercial associate,1,N,N,1
176215,-4745,Working,2,Y,N,1
544543,-4015,Commercial associate,0,N,Y,0
897615,-13505,Commercial associate,1,Y,Y,0
407003,-4015,Working,0,N,Y,1
512499,-14235,Commercial associate,0,N,Y,0
320859,-12410,Working,0,N,Y,0
242510,-4380,State servant,0,N,Y,0
299521,-2190,Working,1,N,Y,1
65025,365243,Pensioner,1,Y,N,1
312376,-8760,Working,1,N,N,1
319478,-1095,Working,1,Y,Y,0
145667,-7665,Working,1,N,Y,1
414601,-3650,Commercial associate,1,N,N,0
276097,365243,Pensioner,0,N,N,1
293295,-4015,Working,3,N,Y,1
66292,365243,Pensioner,0,N,N,1
149648,-6935,Working,0,Y,N,1
253144,-6570,Working,0,Y,Y,0
218781,-12410,Commercial associate,1,Y,N,0
461161,-9490,Commercial associate,0,N,Y,0
469841,-9125,Working,0,N,Y,1
284607,-5840,State servant,1,N,N,1
211889,-365,Working,0,N,Y,1
201049,-12045,Commercial associate,2,N,Y,0
127278,-5840,Working,0,N,N,1
158150,-5110,Working,2,N,Y,1
199468,-2920,Working,2,Y,Y,1
740479,-8395,Commercial associate,1,N,N,1
440822,-13505,Working,0,N,N,0
265064,-4380,State servant,2,N,Y,0
203700,-3285,Working,1,N,N,1
182991,365243,Pensioner,1,N,Y,1
159030,-1825,Working,0,N,N,1
362390,-10220,Working,2,Y,Y,0
204509,-6570,Working,1,N,Y,1
302668,-11315,Working,0,N,Y,0
820086,-6935,Commercial associate,0,N,N,0
364603,-11680,Working,1,N,N,0
739707,-3285,Commercial associate,0,N,Y,0
849822,-13140,Commercial associate,0,N,Y,0
881132,-3650,Commercial associate,1,Y,Y,0
294760,-1825,Working,1,N,Y,1
187081,-5840,Working,1,N,Y,1
364068,-8395,Working,0,Y,Y,0
593522,-2555,Commercial associate,0,Y,Y,0
395863,-12045,Working,0,N,Y,1
6655,0,Student,0,N,N,1
423831,-4015,Working,1,Y,Y,0
71446,365243,Pensioner,1,N,N,1
152802,-7665,Working,1,N,N,1
265042,-11315,State servant,1,N,Y,1
107771,365243,Pensioner,0,Y,N,1
151131,365243,Pensioner,2,N,N,1
169715,-9855,Working,0,Y,N,1
385578,-11315,Working,0,N,Y,0
89470,365243,Pensioner,0,Y,Y,1
271796,-4745,Working,0,Y,N,1
368718,-10585,Working,0,Y,Y,0
282643,-8030,Working,1,N,Y,1
104399,365243,Pensioner,0,Y,Y,1
245476,-2190,Working,1,N,N,1
81455,0,Student,0,Y,Y,1
155789,365243,Pensioner,2,N,N,1
381315,-4380,Working,1,N,Y,1
361860,-1825,Commercial associate,2,N,Y,1
574986,-9490,State servant,1,N,Y,0
328629,-5840,Working,0,Y,Y,0
794729,-8395,Commercial associate,0,N,Y,0
384305,-9490,Working,2,N,Y,0
418415,-1825,Working,2,Y,N,1
884143,-11680,Commercial associate,0,N,Y,0
415332,-1825,State servant,0,N,N,0
92120,365243,Pensioner,0,N,N,1
460591,-3650,Working,0,N,Y,0
288056,-7665,State servant,2,N,Y,1
494740,-8395,Commercial associate,0,Y,N,0
187119,365243,Pensioner,0,N,N,1
281943,365243,Pensioner,0,N,Y,1
346590,-9490,Working,3,N,N,1
90647,365243,Pensioner,0,N,Y,1
439190,-9490,Commercial associate,1,Y,N,0
330487,-8030,Working,0,N,Y,0
186153,-7665,Working,0,Y,Y,0
852632,-6935,Commercial associate,1,Y,Y,0
680001,-5475,Commercial associate,0,N,Y,0
209759,-4380,Commercial associate,2,N,Y,0
431329,-1460,Commercial associate,2,Y,N,1
35183,0,Student,1,Y,Y,1
402085,-12045,Working,1,Y,N,1
145215,-9125,Working,0,Y,N,1
770517,-5475,Commercial associate,0,N,Y,0
87594,365243,Pensioner,3,Y,N,1
483123,-9125,State servant,2,N,N,1
249014,-5475,Working,0,N,N,1
107274,-5475,Working,1,N,Y,1
351054,-730,Working,0,N,N,1
416782,-5840,Working,0,N,Y,1
991511,-1460,Commercial associate,0,N,Y,0
441377,-13870,Working,0,N,Y,0
482635,-5840,Commercial associate,0,N,Y,0
231940,-10950,Working,3,Y,Y,1
425226,-6935,Commercial associate,0,N,Y,0
301484,-13870,Working,2,Y,Y,0
226283,365243,Pensioner,3,N,Y,1
465212,-12410,Working,0,Y,N,0
569814,-730,State servant,0,Y,Y,0
228721,-1460,Working,0,Y,Y,1
463584,-730,Working,0,N,N,1
253177,365243,Pensioner,1,N,Y,1
167744,365243,Pensioner,0,N,N,1
742169,-12775,Commercial associate,0,N,Y,0
204512,-10950,Working,1,N,N,1
462329,-12410,State servant,0,Y,Y,0
371889,-8395,Working,1,N,N,1
905191,-1825,Commercial associate,1,N,Y,0
105956,365243,Pensioner,0,N,Y,1
407653,-12045,State servant,0,N,N,1
297241,-13870,Working,1,N,Y,1
103098,0,Working,2,N,Y,1
267286,-7300,State servant,0,N,N,1
180781,-7665,Working,0,N,N,1
255114,-8030,Commercial associate,0,N,N,1
188241,-12410,Working,0,N,Y,1
741889,-7300,Commercial associate,0,N,N,0
390144,-2555,Working,3,N,N,1
729129,-13870,Commercial associate,1,N,Y,0
182994,365243,Pensioner,0,N,Y,1
719637,-10220,Commercial associate,1,N,N,0
435892,-12775,Working,1,N,Y,1
201982,-8030,Working,1,Y,N,1
814361,-9125,Commercial associate,0,Y,Y,0
207042,-4745,Working,1,N,N,1
338691,-12775,Commercial associate,0,N,Y,0
355027,-3650,Working,2,N,N,1
167593,-8395,Working,1,Y,N,1
414041,-4380,Working,0,Y,N,1
428074,-4745,Working,0,N,N,1
216475,-8395,Working,1,N,Y,1
313739,-13140,Working,1,N,N,1
598722,-2555,Commercial associate,0,N,Y,0
268767,-4745,Working,0,Y,N,1
877090,-730,Commercial associate,0,Y,Y,1
167592,-2920,Working,0,N,N,1
127066,365243,Pensioner,1,N,N,1
119056,-12045,Working,0,N,N,1
381350,-12775,Commercial associate,0,N,N,0
464593,-6935,Working,1,N,Y,1
303400,-6935,Working,1,Y,Y,0
385835,0,State servant,2,N,Y,1
398029,-8395,State servant,0,N,Y,0
176422,-4380,Working,3,N,Y,1
408959,-9490,Working,0,N,N,0
228771,-12775,Working,1,N,N,1
489522,-10220,Working,1,N,Y,1
270881,-5110,Working,2,Y,N,1
113580,0,Working,1,N,Y,1
123401,365243,Pensioner,1,N,Y,1
678193,-9855,Commercial associate,1,N,Y,0
57758,365243,Pensioner,2,N,Y,1
252420,-11680,Working,1,N,N,1
482605,-13140,Working,0,N,Y,0
228824,-6570,Working,1,Y,Y,1
327257,-3650,Working,1,N,Y,1
345109,-1460,Commercial associate,0,N,Y,0
156879,-8030,Working,0,Y,N,1
242943,-4380,State servant,1,N,N,1
157176,-4745,State servant,0,N,N,1
78653,0,Student,0,Y,Y,1
543288,-12045,Commercial associate,0,N,Y,0
103743,-4380,Working,2,N,N,1
442543,-9855,Working,1,N,N,1
111600,365243,Pensioner,0,Y,Y,1
256968,-5475,State servant,2,N,N,1
457491,-4380,Working,0,Y,Y,0
84609,365243,Pensioner,1,N,Y,1
369915,-6935,Working,0,N,N,1
415884,-6205,Working,1,N,Y,1
333076,-13870,Working,0,N,Y,1
92545,0,Student,0,N,Y,1
135797,-10950,Working,1,Y,Y,1
244294,-5840,Working,2,N,Y,1
813311,-13870,Commercial associate,0,N,Y,0
56928,365243,Pensioner,0,N,Y,1
213187,-13140,Working,2,N,N,1
396784,-6570,Working,1,N,N,1
834157,-12045,Commercial associate,1,Y,Y,0
441597,-3285,Working,0,Y,N,1
307358,-5475,Working,2,N,N,1
110236,-9490,Working,2,N,N,1
256228,-11680,Working,1,N,Y,1
285922,-9125,Working,1,N,Y,1
402811,-1095,Working,2,N,N,1
236343,-12775,Working,0,N,N,1
299220,365243,Pensioner,1,Y,N,1
191788,-5475,Working,1,N,Y,1
127228,365243,Pensioner,0,Y,Y,1
186755,-12045,Working,0,Y,N,1
248430,-8395,Working,0,Y,N,1
656979,-5840,Commercial associate,1,N,Y,0
183997,365243,Pensioner,0,Y,Y,1
315155,-8030,Working,1,N,Y,0
264334,-8030,Working,1,N,Y,1
534678,-5110,Commercial associate,0,Y,Y,0
296874,-11315,State servant,3,Y,N,1
159367,365243,Pensioner,0,N,Y,1
600966,-6205,Commercial associate,0,N,Y,0
477757,-8395,Working,1,N,Y,0
367446,-1460,Working,0,N,N,1
92103,365243,Pensioner,2,N,Y,1
186067,-8395,Working,1,N,Y,1
175976,-12410,Working,1,N,Y,1
734398,-5110,Commercial associate,0,N,Y,0
417384,-2920,Working,0,N,N,1
466793,-3650,State servant,1,N,N,1
999093,-14235,Commercial associate,0,Y,Y,0
228145,-7300,Working,0,Y,N,1
216916,-7300,Working,1,Y,N,1
150547,-1460,Working,3,N,N,1
454260,-8030,Working,2,N,N,0
67878,365243,Pensioner,1,N,Y,1
128004,-10220,Working,0,Y,Y,1
422129,0,Commercial associate,0,N,Y,0
550434,-1825,Commercial associate,3,Y,Y,0
205418,365243,Pensioner,1,Y,Y,1
342408,-10950,State servant,0,N,Y,0
326801,-7300,Working,0,Y,Y,0
407606,-10585,Commercial associate,1,N,Y,0
423599,-11680,Working,1,N,Y,1
116488,-9125,Working,0,N,Y,1
318377,-1460,State servant,0,Y,Y,0
266576,365243,Pensioner,1,N,Y,1
274332,365243,Pensioner,0,N,Y,1
251798,-3650,Commercial associate,1,N,Y,0
277398,-12775,Working,1,Y,Y,1
91751,365243,Pensioner,0,Y,N,1
180475,365243,Pensioner,2,N,N,1
280959,365243,Pensioner,1,N,Y,1
407248,-4745,Working,3,Y,Y,0
436064,-11315,Working,0,N,Y,0
784087,-10585,Commercial associate,1,Y,N,0
12875,0,Student,0,N,N,1
460441,-12775,Working,2,N,Y,0
169918,-365,Working,1,Y,Y,1
132427,365243,Pensioner,0,N,Y,1
367014,-10585,Working,1,Y,N,1
431145,-9855,Working,0,N,N,0
5,0,Student,0,N,N,1
422873,-4015,Commercial associate,0,N,N,0
96612,365243,Pensioner,0,Y,N,1
814134,-1460,Commercial associate,0,N,Y,0
184553,-8395,Working,0,N,Y,1
268439,-12045,Working,0,N,Y,1
910958,-13870,Commercial associate,1,Y,Y,0
131276,-365,Working,0,Y,N,1
250434,-12775,Working,1,Y,Y,0
246474,-13870,Working,0,N,Y,1
19405,0,Student,3,N,N,1
782570,-12775,Commercial associate,0,N,N,1
83805,0,Student,0,N,N,1
87185,0,Student,3,N,N,1
441324,-10220,Working,1,Y,Y,1
862600,-2555,Commercial associate,2,Y,Y,0
246246,-6570,Working,1,N,N,1
667453,-9125,Commercial associate,0,Y,Y,0
406480,-2190,State servant,1,Y,Y,0
342217,-4380,Working,0,Y,Y,0
653885,-9490,Commercial associate,0,N,Y,0
962301,-1095,Commercial associate,0,N,Y,0
559044,-5475,State servant,0,Y,N,0
244608,0,Working,0,N,N,1
193815,-5110,State servant,1,N,Y,0
297330,-4015,State servant,1,N,Y,0
509313,-10220,State servant,1,N,Y,0
90998,0,Student,2,N,Y,1
578416,-730,State servant,1,N,Y,1
472222,-6570,Working,1,N,N,1
393805,-12045,Working,0,N,Y,1
36025,0,Student,0,Y,N,1
437439,-7665,Commercial associate,1,N,N,1
192643,-7300,Working,0,N,N,1
153790,-11680,Working,0,N,Y,1
876651,-5840,Commercial associate,0,Y,N,0
406356,-12410,State servant,1,N,Y,0
207425,-12775,Commercial associate,1,Y,N,1
88862,365243,Pensioner,0,N,N,1
337366,-10220,Working,2,Y,N,1
380371,-8395,Working,0,N,N,1
279289,-2555,Working,1,Y,Y,1
289317,365243,Pensioner,1,N,N,1
159263,-9855,Working,1,N,N,1
496608,-10220,Working,0,Y,Y,0
416235,-6570,Working,0,N,Y,1
71230,365243,Pensioner,0,N,Y,1
498009,-9125,Commercial associate,2,N,N,0
428396,-9490,Working,0,Y,Y,0
417679,-2920,Working,0,Y,Y,1
298306,-6935,State servant,1,N,Y,1
27494,0,Student,1,N,Y,1
281676,-6205,Working,0,N,Y,1
93709,0,Student,2,Y,Y,1
424947,-9125,State servant,0,Y,Y,0
148786,-13870,Working,0,N,Y,1
643226,-13505,Commercial associate,0,N,Y,0
298382,-5110,Working,0,N,Y,1
97289,0,Student,0,N,Y,1
797640,-5475,Commercial associate,2,N,N,0
212572,365243,Pensioner,0,Y,Y,1
387232,-11315,Commercial associate,1,N,Y,0
123071,365243,Pensioner,0,N,N,1
498623,0,State servant,1,Y,Y,0
342960,-14235,Working,2,N,N,1
332214,-5840,State servant,1,N,Y,0
26863,0,Student,0,Y,Y,1
794191,-6935,Commercial associate,1,Y,N,0
218394,365243,Pensioner,1,Y,Y,1
293145,365243,Pensioner,1,N,Y,1
243092,0,Working,1,Y,Y,1
189049,-1825,Working,1,N,Y,1
154795,-5475,Working,1,N,N,1
303426,-7665,Working,0,N,N,1
567983,-6935,State servant,1,Y,Y,0
415983,-9125,Working,1,Y,N,1
110002,-4745,Working,0,Y,N,1
632525,-2920,Commercial associate,1,N,N,1
440327,0,Working,1,N,Y,1
105046,365243,Pensioner,2,N,Y,1
220333,-1460,Working,0,N,Y,1
286031,-12775,State servant,2,N,N,1
384599,-5840,Working,0,N,Y,0
484925,-5475,State servant,0,N,N,0
381097,-1460,Working,0,N,Y,1
29164,0,Student,0,N,N,1
451442,-6570,Commercial associate,1,Y,N,0
213997,365243,Pensioner,2,N,N,1
207345,-6570,Working,3,N,N,1
176883,-13505,State servant,0,Y,N,0
135834,365243,Pensioner,0,N,Y,1
76539,365243,Pensioner,0,Y,N,1
439437,-10585,State servant,0,Y,N,0
109321,-11680,Working,1,N,N,1
217159,-11315,Working,3,Y,Y,1
170047,-2920,Working,0,N,Y,1
153930,365243,Pensioner,2,N,Y,1
252552,-6935,State servant,0,N,N,0
209097,-12045,Working,2,N,Y,1
96666,365243,Pensioner,0,Y,Y,1
547046,-5840,State servant,2,Y,N,0
211597,-12775,Working,0,N,N,1
958603,-10585,Commercial associate,1,N,Y,0
257940,365243,Pensioner,1,N,N,1
500767,-2555,Commercial associate,2,N,Y,1
361080,-9855,Commercial associate,1,N,Y,0
96698,365243,Pensioner,2,N,Y,1
458229,-5110,Working,0,N,Y,0
270937,365243,Pensioner,3,N,Y,1
255586,-7300,Working,0,N,Y,1
224226,365243,Pensioner,0,N,N,1
474557,-6935,Working,0,N,N,0
529553,-13870,State servant,1,Y,Y,0
270848,-6205,Working,1,N,N,1
83785,0,Student,0,Y,Y,1
336085,-7665,State servant,0,N,Y,0
150021,-365,Working,1,Y,N,1
86753,0,Student,1,Y,Y,1
412282,-12410,Working,0,N,N,0
186388,-14235,Working,1,Y,N,1
7883,0,Student,0,N,Y,1
461188,-1095,Commercial associate,0,N,N,0
45538,0,Student,0,N,Y,1
279183,-3285,Commercial associate,2,N,Y,1
286971,365243,Pensioner,2,N,Y,1
499666,-7300,Working,1,Y,N,1
528779,-4745,Commercial associate,2,N,Y,0
164693,365243,Pensioner,0,Y,N,1
539957,-8030,State servant,0,Y,Y,0
388961,-7665,Commercial associate,1,N,Y,0
149777,-6570,Working,2,N,N,1
205155,-12775,Working,0,N,N,1
190197,-4745,Working,0,Y,Y,0
263335,365243,Pensioner,1,N,Y,1
37756,0,Student,0,N,N,1
287897,-2555,Commercial associate,0,Y,Y,0
425320,-1095,Working,1,Y,Y,1
446196,-8395,State servant,2,Y,Y,0
408897,-1460,State servant,2,N,Y,0
397908,-4015,Working,1,N,Y,0
171792,-5840,Working,0,N,N,1
427985,-9125,Working,0,N,Y,0
248706,-13505,State servant,0,N,N,1
402682,-730,Commercial associate,0,N,Y,0
200834,-1825,Working,0,N,Y,1
845836,-13505,Commercial associate,0,N,Y,0
320522,-5840,Commercial associate,2,N,N,1
301464,-2555,Working,0,Y,Y,0
262717,-5110,Working,1,Y,Y,1
168301,365243,Pensioner,0,Y,Y,1
483898,-12410,Working,1,N,N,1
155597,-6935,Working,2,N,Y,1
145057,365243,Pensioner,1,Y,N,1
706705,-8030,Commercial associate,0,N,N,0
995712,-365,Commercial associate,0,Y,Y,0
799181,-6935,Commercial associate,0,N,N,0
126015,-2555,Working,1,N,N,1
104306,365243,Pensioner,0,N,N,1
839679,-13140,Commercial associate,0,N,N,0
144109,-4745,Working,0,N,Y,1
240304,365243,Pensioner,1,N,Y,1
133098,365243,Pensioner,0,Y,Y,1
133634,365243,Pensioner,0,N,N,1
163065,365243,Pensioner,0,N,N,1
322682,-10950,Working,3,N,Y,1
241294,-7665,Working,1,N,Y,1
90352,0,Student,0,N,Y,1
290091,-6935,Working,0,N,Y,1
221713,365243,Pensioner,0,N,Y,1
492508,-12775,Working,1,N,N,1
124009,-10950,Working,3,N,N,1
343366,-6935,State servant,0,N,N,0
259605,365243,Pensioner,2,N,Y,1
51320,365243,Pensioner,0,N,Y,1
198704,-8395,Working,1,N,Y,1
560532,-3285,Commercial associate,0,N,N,0
189788,-1095,Working,1,N,Y,1
938006,-6205,Commercial associate,3,N,N,1
491029,-13140,Working,0,Y,Y,0
453085,-8395,Working,2,N,Y,1
397393,-10220,Working,0,Y,Y,0
69187,0,Student,0,N,Y,1
147387,-8760,Working,0,Y,N,1
499158,-3285,Working,0,N,Y,1
217928,-5110,Working,1,Y,Y,1
250965,-4380,State servant,2,N,Y,1
487127,-10950,Working,2,N,Y,0
212969,-10220,State servant,0,N,N,1
326845,-11680,Working,0,N,N,1
158411,365243,Pensioner,0,N,N,1
211017,365243,Pensioner,1,Y,N,1
296339,-730,Working,0,Y,N,1
341452,-5475,Working,0,Y,Y,0
104522,-5110,Working,3,Y,Y,1
67441,365243,Pensioner,0,N,N,1
799255,-9125,Commercial associate,0,Y,Y,0
407633,-8760,Working,1,N,Y,0
803318,-13870,Commercial associate,2,N,N,1
589297,-6935,Commercial associate,0,N,Y,0
305662,-1825,Working,2,Y,Y,1
398030,-7300,Working,2,N,N,1
254525,-12410,Working,0,N,Y,1
152555,365243,Pensioner,0,N,N,1
792947,-4745,Commercial associate,0,N,N,0
84117,0,Student,0,N,N,1
713264,-10585,Commercial associate,0,N,Y,0
350138,-4380,Working,2,N,N,1
245250,-1825,Working,2,N,N,1
499782,-10585,Working,0,N,Y,1
131139,-8395,Working,0,Y,Y,0
448000,-12775,Working,0,N,Y,0
316730,-1825,State servant,0,N,N,1
351657,-5840,State servant,0,N,Y,0
84889,365243,Pensioner,0,N,Y,1
272370,-5110,Working,3,N,Y,1
5385,0,Student,0,Y,N,1
217225,365243,Pensioner,0,N,N,1
253520,-4380,Working,0,Y,N,1
403349,-5840,Working,1,N,Y,1
478888,-10585,Working,0,N,Y,0
564088,-13870,State servant,0,N,Y,0
279817,-6935,State servant,0,N,Y,0
248317,-7300,Working,0,N,Y,1
332033,-4380,Working,2,N,Y,1
204162,-5840,Working,1,N,Y,1
239830,-365,Working,1,Y,Y,1
374731,-730,State servant,0,Y,N,0
166846,-9490,Working,0,Y,N,1
244084,-7300,Working,2,N,Y,1
978060,-9490,Commercial associate,1,N,Y,0
234144,365243,Pensioner,0,Y,Y,1
565356,-11315,Commercial associate,1,Y,Y,0
75909,365243,Pensioner,2,N,Y,1
872818,-2555,Commercial associate,0,N,Y,0
269643,365243,Pensioner,1,N,N,1
389006,-3285,Working,0,Y,Y,0
988797,-4380,Commercial associate,1,N,N,0
283403,-11680,Working,1,N,Y,1
208352,365243,Pensioner,3,Y,Y,1
385018,-365,State servant,0,N,Y,0
128887,-10220,Working,3,Y,N,1
270738,-1825,State servant,3,N,Y,1
404470,-365,Commercial associate,0,N,N,1
152335,-13505,Working,1,N,Y,1
306823,-2190,Working,0,N,Y,0
52665,365243,Pensioner,2,N,Y,1
828781,-6205,Commercial associate,0,Y,N,0
88734,365243,Pensioner,1,Y,N,1
18910,0,Student,3,N,N,1
658715,-3650,Commercial associate,1,N,N,0
208528,-11315,State servant,3,N,N,1
345949,-9125,Commercial associate,3,N,Y,0
127371,0,Working,2,Y,Y,1
150859,-1095,Working,0,Y,N,1
61779,0,Student,0,N,Y,1
262495,-8760,Working,0,N,Y,1
283786,-9855,Working,2,N,N,1
857129,-13870,Commercial associate,3,N,N,0
279357,-4015,Working,2,N,N,1
257979,365243,Pensioner,0,N,Y,1
240550,365243,Pensioner,0,Y,N,1
467790,-2555,Working,1,N,N,1
478796,-9490,Commercial associate,0,N,Y,0
176757,-4015,Working,0,Y,N,1
312328,-14235,Working,0,N,Y,0
40540,0,Student,0,N,N,1
880243,-10220,Commercial associate,1,N,N,1
121536,-1095,Working,2,N,Y,1
313168,-3285,Working,0,N,N,0
945866,-5840,Commercial associate,2,N,N,0
237867,365243,Pensioner,0,N,Y,1
419589,-730,Commercial associate,0,N,N,1
596302,-12045,Commercial associate,0,N,Y,0
75697,0,Student,0,N,N,1
138233,-730,Working,0,Y,N,1
101010,-4380,Working,3,N,N,1
114512,365243,Pensioner,0,N,Y,1
176625,-5475,Working,2,N,Y,1
774529,-11315,Commercial associate,0,N,Y,0
331296,-5110,Working,0,Y,Y,0
175023,365243,Pensioner,0,N,Y,1
103970,-11315,Working,1,N,N,1
332302,-14235,Working,0,N,N,1
307437,-3650,Commercial associate,0,Y,Y,0
59810,0,Student,0,Y,Y,1
395121,-13505,Working,1,N,Y,0
339026,-2920,Working,0,N,Y,1
495084,-14235,Working,0,N,Y,0
359554,-9855,Working,1,N,N,1
299477,-1825,State servant,1,N,N,1
466616,-3650,Working,2,N,N,1
314417,0,Working,0,N,N,1
508528,-7300,State servant,3,N,N,1
423733,-3285,Working,0,N,N,0
251290,365243,Pensioner,2,Y,Y,1
87693,365243,Pensioner,1,Y,N,1
116905,-365,Working,0,Y,Y,1
483276,0,Working,1,Y,Y,1
741332,-7300,Commercial associate,0,N,Y,0
270648,-11315,State servant,1,N,N,1
822087,-2920,Commercial associate,0,N,N,0
449553,-11680,Working,2,Y,N,1
265231,-1460,Commercial associate,0,Y,Y,1
98503,365243,Pensioner,0,N,Y,1
383527,-1095,Working,2,N,N,1
143794,0,Working,1,N,Y,1
141320,365243,Pensioner,2,N,Y,1
257012,365243,Pensioner,0,N,N,1
503884,-1460,State servant,1,Y,Y,0
184718,365243,Pensioner,1,N,Y,1
2802,0,Student,0,Y,Y,1
230085,-5110,Working,0,Y,Y,1
282639,-2555,Working,0,Y,N,1
788248,-12775,Commercial associate,0,Y,Y,0
303893,-5840,State servant,1,Y,N,0
130664,365243,Pensioner,2,N,Y,1
191070,-730,Working,1,N,Y,1
599325,-1095,Commercial associate,1,N,N,1
144258,-10220,Working,0,Y,Y,1
205397,-7665,Commercial associate,0,N,N,1
447661,-11680,Working,2,N,N,1
119874,-12775,Working,1,N,Y,1
542949,-12410,State servant,2,N,N,1
382487,-9125,Working,1,N,Y,1
142135,-9490,Working,1,N,N,1
395103,-11315,Working,0,N,N,1
147069,365243,Pensioner,0,N,Y,1
117412,-8030,Working,3,N,N,1
298879,-2555,Working,1,N,Y,1
991894,-11680,Commercial associate,3,N,N,1
314688,-13870,Commercial associate,1,Y,N,0
166770,0,Working,1,N,N,1
262808,-4015,State servant,0,N,N,1
248838,-10950,Commercial associate,0,N,N,1
420217,-10585,Working,0,Y,Y,0
479566,-12045,Commercial associate,2,N,Y,0
90884,0,Student,0,Y,N,1
477250,-1825,Working,1,N,Y,1
353189,-365,Working,0,Y,N,1
261375,365243,Pensioner,1,N,Y,1
167446,365243,Pensioner,1,Y,Y,1
882192,-12410,Commercial associate,1,N,Y,0
211145,-1460,Working,1,Y,Y,1
193907,365243,Pensioner,0,Y,Y,1
536684,-10220,State servant,0,Y,Y,0
997705,-13140,Commercial associate,1,N,N,0
50801,0,Student,2,N,Y,1
208263,-14235,Working,0,Y,N,1
671820,-5840,Commercial associate,1,Y,Y,0
81526,0,Student,2,N,Y,1
433962,-6935,State servant,0,Y,N,0
470266,-1460,Working,1,N,N,1
162325,0,Working,0,N,N,1
245468,-10220,Working,2,N,Y,1
394542,-2555,Working,0,N,N,1
407475,-5475,Working,0,N,Y,0
